EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ACTOR2,CIVILIAN_TARGETING,COUNTRY,ADMIN1,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,FATALITIES,TAGS,TIMESTAMP
UKR81010,13-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Rozdolivka,48.754,38.081,2,0,nan,1669144125
UKR81118,14-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Tabaivka,49.596,37.875,2,0,nan,1669144126
UKR81767,14-Nov-22,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),Civilians (Ukraine),Civilian targeting,Ukraine,Zaporizhia,Melitopol,46.849,35.365,1,0,local administrators,1700605346
UKR81276,17-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Fotovyzh,51.892,34.196,2,0,nan,1669144126
UKR81335,17-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Yakovlivka,48.706,38.149,2,0,nan,1669144125
UKR81392,18-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Orlianka,49.687,37.929,2,0,nan,1693943170
UKR82107,22-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Vuhledar,47.779,37.248,2,0,nan,1673986322
UKR82133,23-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Khotin,51.079,34.78,2,0,nan,1669737882
UKR82279,25-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Ochakiv,46.613,31.55,2,0,nan,1669737882
UKR82283,25-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Prechystivka,47.779,37.075,2,0,nan,1669737882
UKR82734,26-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Muzykivka,46.752,32.557,2,0,nan,1670355991
UKR84092,28-Nov-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-),nan,Ukraine,Donetsk,Ozarianivka,48.45,37.955,1,0,nan,1670965353
UKR84077,28-Nov-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Luhansk,Dibrova,49.001,38.112,2,0,nan,1670965353
UKR82912,29-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Kizomys,46.563,32.348,2,0,nan,1670355991
UKR82676,1-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Prechystivka,47.779,37.075,2,0,nan,1670355991
UKR82677,1-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Slobozhanske,50.189,36.429,2,0,nan,1670355991
UKR82440,2-Dec-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Novoselivske,49.523,37.953,2,0,nan,1670965351
RUS9231,2-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Russia,Belgorod,Staryi Khutor,50.234,37.66,1,0,nan,1670352627
UKR83594,3-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Sopych,51.849,34.364,1,0,nan,1670965352
UKR118732,4-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Paraskoviivka,48.66,37.998,2,0,nan,1694008035
UKR84168,5-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kyivskyi,47.986,37.862,1,4,nan,1680636725
UKR118789,5-Dec-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Luhansk,Kuzemivka,49.521,37.982,2,0,nan,1694008035
UKR84258,5-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Kurakhove,47.984,37.282,1,0,nan,1673376403
UKR83887,7-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Novovasylivka,52.328,33.454,2,0,nan,1670965353
UKR83633,7-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Stepove,47.712,36.595,1,0,nan,1670965352
UKR83559,8-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Marhanets,47.635,34.628,2,0,nan,1670965352
UKR83988,9-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Hryhorivka,47.408,37.898,2,0,nan,1670965353
UKR84443,11-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kyivskyi,47.986,37.862,2,0,nan,1680636725
UKR84647,13-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Esman,51.77,34.067,2,0,nan,1673376404
UKR84644,13-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Dorozhnianka,47.589,36.261,2,0,nan,1673376404
UKR84816,14-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Putyvl,51.337,33.871,2,0,nan,1673376404
UKR85012,16-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Nikopol,47.571,34.396,2,0,nan,1673376405
UKR85130,17-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Tiahynka,46.781,33.056,2,0,nan,1673376405
UKR85047,17-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Avdiivka,48.139,37.75,2,0,nan,1673376405
UKR85369,20-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Kyslivka,49.641,37.905,2,0,nan,1673376406
UKR85481,21-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Lyman,48.99,37.806,1,0,nan,1673376406
UKR85597,22-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Lvove,46.791,33.149,1,0,nan,1673376406
UKR85741,23-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Stanislav,46.579,32.15,2,0,nan,1673376407
UKR85842,24-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novopavlivka,47.6,35.716,2,0,nan,1673376407
UKR85851,24-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Ozarianivka,48.45,37.955,2,0,nan,1673376407
UKR85979,26-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Bilopillia,51.148,34.301,2,0,nan,1673376407
UKR86137,27-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Stupochky,48.536,37.827,2,0,nan,1673376408
UKR86383,29-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Odesa,Stepove,46.7,30.075,1,0,nan,1673376409
UKR86354,29-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Ochakiv,46.613,31.55,2,0,nan,1673376408
UKR86325,29-Dec-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,Maiorsk,48.4,37.971,2,0,nan,1673376408
UKR119090,31-Dec-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Ivanopillia,48.48,37.76,2,0,nan,1694008036
UKR86671,1-Jan-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Soledar,48.697,38.061,2,0,nan,1673376409
UKR86776,1-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Mala Vovcha,50.347,37.267,2,0,nan,1673376410
UKR87307,2-Jan-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Bilohorivka,48.926,38.247,2,0,nan,1673986322
UKR86914,2-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Yakovlivka,48.706,38.149,2,0,nan,1673376410
UKR86554,4-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Dnipropetrovsk,Nikopol,47.571,34.396,1,1,nan,1673376409
UKR87017,4-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novoandriivka,47.562,35.697,1,0,nan,1673376410
UKR88046,5-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Ukraine,Kherson,Oleshky,46.618,32.719,1,0,nan,1673986324
UKR87598,8-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Ivanivka,49.661,37.892,2,0,nan,1673986323
UKR87708,10-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Huliaipole,47.664,36.256,2,0,nan,1673986323
UKR88018,11-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Donetsk People's Militia,nan,Ukraine,Donetsk,Staromykhaylivka,47.991,37.586,1,0,nan,1673986324
UKR87478,12-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Mykolaiv,Ochakiv,46.613,31.55,1,0,nan,1673986322
UKR119319,12-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Vyimka,48.804,38.147,2,0,nan,1694008036
UKR88408,14-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novodanylivka,47.524,35.824,2,0,nan,1674572556
UKR88950,14-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Donetsk People's Militia,nan,Ukraine,Donetsk,Makiivka,48.046,37.969,2,0,nan,1674572558
UKR88446,14-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Zaporizhia,47.848,35.16,1,0,nan,1674572556
UKR88498,15-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Sadove,46.705,32.822,1,0,nan,1674572556
UKR88652,17-Jan-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-) Chechen Battalion of Ramzan Kadyrov,Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novomykhaylivka,47.854,37.484,2,0,nan,1675191965
UKR88282,18-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Avdiivka,48.139,37.75,1,0,nan,1674572556
UKR88801,19-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Krokhmalne,49.574,37.916,2,0,nan,1674572557
UKR88182,20-Jan-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Rozdolivka,48.754,38.081,2,0,nan,1674572556
UKR89318,21-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kherson,Sadove,46.705,32.822,1,0,nan,1675191966
UKR89390,22-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Mykilske,47.751,37.299,2,0,nan,1675191966
UKR89486,23-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novodanylivka,47.524,35.824,2,0,nan,1675191967
UKR89643,24-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Zaporizhia,Tavriyske,46.692,35.609,1,0,nan,1675191967
UKR90124,24-Jan-23,2023,1,Battles,Armed clash,Military Forces of Ukraine (2019-) Special Forces,Military Forces of Russia (2000-),nan,Ukraine,Kherson,Nova Kakhovka,46.754,33.349,2,0,nan,1675798463
UKR89569,24-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Chernihiv,Huta-Studenetska,52.003,32.186,2,0,nan,1675191967
UKR89096,24-Jan-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Krasnohorivka,48.207,37.724,2,0,nan,1675191966
UKR119578,25-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Novoselivske,49.523,37.953,2,0,nan,1694008036
UKR89977,27-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Tiahynka,46.781,33.056,2,0,nan,1675191968
UKR90416,28-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Yunakivka,51.121,35.034,2,0,nan,1675798464
UKR90708,31-Jan-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Rozhkovychi,52.105,34.081,2,0,nan,1675798465
UKR90740,2-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Zaporizhia,Melitopol,46.849,35.365,1,0,nan,1675798465
UKR91468,4-Feb-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Nevske,49.158,37.975,2,0,nan,1677001538
UKR119924,4-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Yampolivka,49.071,37.955,2,2,nan,1694008037
UKR91073,5-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Novoselivske,49.523,37.953,2,2,nan,1693927408
UKR91944,5-Feb-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Blahodatne,48.692,38.013,2,0,nan,1677001538
UKR91385,5-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Terny,49.097,37.963,1,0,nan,1676403731
UKR91637,9-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Basivka,51.186,35.088,2,0,nan,1676403731
UKR91603,10-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Seredyna-Buda,52.189,34.036,2,0,nan,1676403731
UKR119889,10-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novoukrainka,47.837,37.105,2,0,nan,1694008037
UKR92056,11-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Vilshana,49.793,37.762,2,0,nan,1677001539
UKR92124,11-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Tabaivka,49.596,37.875,2,0,nan,1677001539
UKR92054,11-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Novoselivske,49.523,37.953,2,0,nan,1677001539
UKR92189,12-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novoandriivka,47.562,35.697,1,0,nan,1677001539
UKR92222,13-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Illinka,47.594,34.665,2,0,nan,1677001539
UKR92664,15-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Donetsk People's Militia,nan,Ukraine,Donetsk,Horlivka,48.313,38.042,1,0,nan,1677001540
UKR93027,19-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Bilohorivka,48.733,38.215,1,0,nan,1677600259
UKR93263,22-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Chervone,47.657,36.391,2,0,nan,1677600260
UKR93978,25-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Popivka,50.497,35.452,2,0,nan,1678206753
UKR120702,25-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Pershotravneve,49.741,37.913,2,1,nan,1694008038
UKR93952,25-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Kurakhove,47.984,37.282,1,0,nan,1678206753
UKR94188,28-Feb-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Mykolaivka,47.497,33.391,2,0,nan,1678206754
UKR93621,1-Mar-23,2023,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-),nan,Ukraine,Crimea,Yalta,44.496,34.164,2,0,nan,1678206752
UKR94638,1-Mar-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bohdanivka,48.617,37.896,2,0,nan,1678805152
UKR93606,2-Mar-23,2023,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),Civilian targeting,Ukraine,Kherson,Kozatske,46.785,33.338,1,0,nan,1678206752
UKR94391,2-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Rozdolivka,48.754,38.081,2,0,nan,1678206755
UKR94400,2-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Stetskivka,51.01,34.777,2,0,nan,1678206755
RUS9562,3-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Russia,Belgorod,Ustinka,50.338,36.494,1,0,nan,1678206751
UKR120858,5-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Yampolivka,49.071,37.955,2,5,nan,1694008038
UKR95003,6-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Rozdolivka,48.754,38.081,2,0,nan,1678805153
UKR94978,6-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Huliaipole,47.664,36.256,2,0,nan,1678805153
UKR94721,8-Mar-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Marinka,47.943,37.505,2,0,nan,1678805152
UKR95580,12-Mar-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Dvorichna,49.85,37.683,2,0,nan,1679425921
UKR95601,13-Mar-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bakhmut,48.596,38,2,0,nan,1680026111
UKR95972,14-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Romashkove,52.15,33.957,2,0,nan,1679425923
UKR96049,15-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Starykove,51.621,34.147,2,0,nan,1679425923
UKR99777,19-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Donetsk,Klischiivka,48.528,37.958,2,0,nan,1681851851
UKR96902,19-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Hlyboke,50.255,36.425,2,0,nan,1680026113
UKR96665,21-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Chasiv Yar,48.587,37.832,1,2,nan,1680026112
UKR97645,25-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Lvove,46.791,33.149,1,0,nan,1680620640
UKR121656,25-Mar-23,2023,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Stepova Novoselivka,49.661,37.862,2,2,nan,1694008040
UKR97661,25-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Kamianske,47.542,35.366,1,0,nan,1680620640
UKR97428,26-Mar-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Vesele,50.166,36.532,2,0,nan,1680620639
UKR97812,27-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Mali Scherbaky,47.548,35.553,1,0,nan,1680620640
UKR97930,29-Mar-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Rozlyv,46.623,32.377,2,0,nan,1680620641
UKR97475,30-Mar-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Kuzmine,49.006,38.15,2,0,nan,1680620639
UKR98178,1-Apr-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Avdiivka,48.139,37.75,2,0,nan,1681311959
UKR98396,2-Apr-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Orikhovo-Vasylivka,48.68,37.88,2,0,nan,1681851848
UKR98882,2-Apr-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Donetsk People's Militia,nan,Ukraine,Donetsk,Donetsk - Kuibyshivskyi,48.023,37.728,1,0,nan,1681311961
RUS9679,3-Apr-23,2023,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-),nan,Russia,Bryansk,Sevsk,52.148,34.489,1,0,nan,1681311958
UKR98456,3-Apr-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Olhivske,47.736,36.533,2,0,nan,1681311960
UKR98721,6-Apr-23,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Novomarkove,48.671,37.826,2,0,nan,1681311961
UKR98818,7-Apr-23,2023,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Kurdiumivka,48.468,37.957,2,0,nan,1682436937
